Académie Lib L;Diplôme regroupé Lib L;Département Lib L;Série du baccalauréat Lib L;Nombre total d'admis;Nombre de présents;Série du baccalauréat Lib C;Sexe;Session;Situation déclarée candidat;Secteur d'enseignement;Contrat de l'établissement;TAUX DE REUSSITE (col E / col F * 100)
BORDEAUX;BAC GENERAL;PYRENEES-ATLANTIQUES;BAC SCIENTIFIQUE;6;6;BAC S;2;1999;1;2;9;100
LYON;BAC GENERAL;RHONE;BAC ECONOMIQUE ET SOCIAL;1;5;BAC ES;1;1999;5;1;X;20
BESANCON;BAC GENERAL;HAUTE-SAONE;BAC SCIENTIFIQUE;254;355;BAC S;1;1999;1;1;X;71,54929577
BESANCON;BAC GENERAL;HAUTE-SAONE;BAC LITTERAIRE;16;28;BAC L;1;1999;1;1;X;57,14285714
DIJON;BAC GENERAL;SAONE-ET-LOIRE;BAC LITTERAIRE;32;42;BAC L;2;1999;1;2;2;76,19047619
NANTES;BAC GENERAL;SARTHE;BAC LITTERAIRE;21;28;BAC L;1;1999;1;2;2;75
GRENOBLE;BAC GENERAL;SAVOIE;BAC LITTERAIRE;1;1;BAC L;2;1999;1;2;0;100
ROUEN;BAC GENERAL;SEINE MARITIME;BAC SCIENTIFIQUE;9;32;BAC S;1;1999;2;-;-;28,125
ROUEN;BAC GENERAL;SEINE MARITIME;BAC LITTERAIRE;17;40;BAC L;2;1999;2;-;-;42,5
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC SCIENTIFIQUE;2;5;BAC S;1;1999;1;2;0;40
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC ECONOMIQUE ET SOCIAL;127;153;BAC ES;2;1999;1;2;2;83,00653595
PARIS;BAC GENERAL;PARIS;BAC LITTERAIRE;670;813;BAC L;2;1999;1;2;2;82,41082411
PARIS;BAC GENERAL;PARIS;BAC SCIENTIFIQUE;3;5;BAC S;2;1999;1;2;1;60
PARIS;BAC GENERAL;PARIS;BAC ECONOMIQUE ET SOCIAL;2;3;BAC ES;2;1999;1;2;1;66,66666667
PARIS;BAC GENERAL;PARIS;BAC ECONOMIQUE ET SOCIAL;14;47;BAC ES;2;1999;5;1;X;29,78723404
PARIS;BAC GENERAL;PARIS;BAC ECONOMIQUE ET SOCIAL;53;105;BAC ES;1;1999;2;-;-;50,47619048
PARIS;BAC GENERAL;PARIS;BAC LITTERAIRE;35;101;BAC L;2;1999;5;1;X;34,65346535
NANTES;BAC GENERAL;SARTHE;BAC SCIENTIFIQUE;3;4;BAC S;2;1999;2;-;-;75
NANTES;BAC GENERAL;SARTHE;BAC LITTERAIRE;3;4;BAC L;1;1999;2;-;-;75
GRENOBLE;BAC GENERAL;SAVOIE;BAC ECONOMIQUE ET SOCIAL;27;30;BAC ES;1;1999;1;2;2;90
GRENOBLE;BAC GENERAL;HAUTE SAVOIE;BAC LITTERAIRE;3;3;BAC L;2;1999;1;2;0;100
AMIENS;BAC GENERAL;SOMME;BAC ECONOMIQUE ET SOCIAL;328;466;BAC ES;2;1999;1;1;X;70,38626609
AMIENS;BAC GENERAL;SOMME;BAC SCIENTIFIQUE;3;4;BAC S;1;1999;5;1;X;75
AMIENS;BAC GENERAL;SOMME;BAC SCIENTIFIQUE;2;3;BAC S;2;1999;5;1;X;66,66666667
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC LITTERAIRE;5;5;BAC L;1;1999;1;2;2;100
NICE;BAC GENERAL;VAR;BAC SCIENTIFIQUE;671;962;BAC S;1;1999;1;1;X;69,75051975
NICE;BAC GENERAL;VAR;BAC SCIENTIFIQUE;6;14;BAC S;1;1999;1;2;0;42,85714286
AIX-MARSEILLE;BAC GENERAL;VAUCLUSE;BAC SCIENTIFIQUE;360;457;BAC S;2;1999;1;1;X;78,77461707
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC ECONOMIQUE ET SOCIAL;11;27;BAC ES;2;1999;2;-;-;40,74074074
VERSAILLES;BAC GENERAL;YVELINES;BAC ECONOMIQUE ET SOCIAL;271;287;BAC ES;2;1999;1;2;2;94,42508711
VERSAILLES;BAC GENERAL;YVELINES;BAC ECONOMIQUE ET SOCIAL;8;13;BAC ES;2;1999;1;2;0;61,53846154
VERSAILLES;BAC GENERAL;YVELINES;BAC LITTERAIRE;37;39;BAC L;1;1999;1;2;2;94,87179487
VERSAILLES;BAC GENERAL;YVELINES;BAC ECONOMIQUE ET SOCIAL;7;23;BAC ES;1;1999;5;1;X;30,43478261
VERSAILLES;BAC GENERAL;YVELINES;BAC LITTERAIRE;12;31;BAC L;2;1999;5;1;X;38,70967742
VERSAILLES;BAC GENERAL;YVELINES;BAC LITTERAIRE;41;55;BAC L;2;1999;2;-;-;74,54545455
VERSAILLES;BAC GENERAL;YVELINES;BAC LITTERAIRE;3;12;BAC L;1;1999;5;1;X;25
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC LITTERAIRE;53;66;BAC L;1;1999;1;1;X;80,3030303
VERSAILLES;BAC GENERAL;ESSONNE;BAC LITTERAIRE;97;113;BAC L;2;1999;1;2;2;85,84070796
VERSAILLES;BAC GENERAL;ESSONNE;BAC SCIENTIFIQUE;5;18;BAC S;2;1999;2;-;-;27,77777778
VERSAILLES;BAC GENERAL;ESSONNE;BAC ECONOMIQUE ET SOCIAL;5;15;BAC ES;2;1999;2;-;-;33,33333333
NANTES;BAC GENERAL;VENDEE;BAC ECONOMIQUE ET SOCIAL;108;142;BAC ES;1;1999;1;1;X;76,05633803
NANTES;BAC GENERAL;VENDEE;BAC LITTERAIRE;66;89;BAC L;1;1999;1;1;X;74,15730337
NANTES;BAC GENERAL;VENDEE;BAC SCIENTIFIQUE;355;406;BAC S;2;1999;1;2;2;87,43842365
NICE;BAC GENERAL;VAR;BAC ECONOMIQUE ET SOCIAL;3;9;BAC ES;1;1999;2;-;-;33,33333333
NANTES;BAC GENERAL;VENDEE;BAC LITTERAIRE;1;2;BAC L;1;1999;2;-;-;50
NANTES;BAC GENERAL;VENDEE;BAC LITTERAIRE;0;2;BAC L;1;1999;5;1;X;0
POITIERS;BAC GENERAL;VIENNE;BAC SCIENTIFIQUE;423;610;BAC S;1;1999;1;1;X;69,3442623
POITIERS;BAC GENERAL;VIENNE;BAC SCIENTIFIQUE;0;1;BAC S;1;1999;5;1;X;0
POITIERS;BAC GENERAL;VIENNE;BAC ECONOMIQUE ET SOCIAL;3;6;BAC ES;1;1999;2;-;-;50
POITIERS;BAC GENERAL;VIENNE;BAC ECONOMIQUE ET SOCIAL;1;1;BAC ES;1;1999;5;1;X;100
POITIERS;BAC GENERAL;VIENNE;BAC LITTERAIRE;4;6;BAC L;1;1999;2;-;-;66,66666667
POITIERS;BAC GENERAL;VIENNE;BAC LITTERAIRE;0;1;BAC L;1;1999;5;1;X;0
LIMOGES;BAC GENERAL;HAUTE-VIENNE;BAC SCIENTIFIQUE;293;349;BAC S;2;1999;1;1;X;83,95415473
LIMOGES;BAC GENERAL;HAUTE-VIENNE;BAC ECONOMIQUE ET SOCIAL;1;1;BAC ES;1;1999;5;1;X;100
NANCY-METZ;BAC GENERAL;VOSGES;BAC SCIENTIFIQUE;362;456;BAC S;1;1999;1;1;X;79,38596491
NANCY-METZ;BAC GENERAL;VOSGES;BAC LITTERAIRE;241;294;BAC L;2;1999;1;1;X;81,97278912
NANCY-METZ;BAC GENERAL;VOSGES;BAC ECONOMIQUE ET SOCIAL;28;33;BAC ES;1;1999;1;2;2;84,84848485
NANCY-METZ;BAC GENERAL;VOSGES;BAC LITTERAIRE;7;9;BAC L;1;1999;1;2;2;77,77777778
NANCY-METZ;BAC GENERAL;VOSGES;BAC LITTERAIRE;6;6;BAC L;1;1999;1;2;0;100
NANCY-METZ;BAC GENERAL;VOSGES;BAC ECONOMIQUE ET SOCIAL;2;5;BAC ES;1;1999;2;-;-;40
DIJON;BAC GENERAL;YONNE;BAC SCIENTIFIQUE;212;284;BAC S;2;1999;1;1;X;74,64788732
DIJON;BAC GENERAL;YONNE;BAC ECONOMIQUE ET SOCIAL;76;107;BAC ES;1;1999;1;1;X;71,02803738
DIJON;BAC GENERAL;YONNE;BAC SCIENTIFIQUE;1;5;BAC S;1;1999;2;-;-;20
BESANCON;BAC GENERAL;TERRITOIRE DE BELFORT;BAC SCIENTIFIQUE;154;210;BAC S;1;1999;1;1;X;73,33333333
BESANCON;BAC GENERAL;TERRITOIRE DE BELFORT;BAC ECONOMIQUE ET SOCIAL;9;10;BAC ES;1;1999;1;2;2;90
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC SCIENTIFIQUE;933;1380;BAC S;1;1999;1;1;X;67,60869565
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC ECONOMIQUE ET SOCIAL;671;837;BAC ES;2;1999;1;1;X;80,16726404
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC LITTERAIRE;153;194;BAC L;1;1999;1;1;X;78,86597938
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC SCIENTIFIQUE;214;259;BAC S;1;1999;1;2;2;82,62548263
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC ECONOMIQUE ET SOCIAL;126;159;BAC ES;1;1999;1;2;2;79,24528302
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC LITTERAIRE;108;134;BAC L;2;1999;1;2;2;80,59701493
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC SCIENTIFIQUE;2;15;BAC S;1;1999;1;2;0;13,33333333
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC ECONOMIQUE ET SOCIAL;15;27;BAC ES;2;1999;2;-;-;55,55555556
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC LITTERAIRE;18;38;BAC L;2;1999;5;1;X;47,36842105
AIX-MARSEILLE;BAC GENERAL;VAUCLUSE;BAC SCIENTIFIQUE;1;8;BAC S;1;1999;5;1;X;12,5
AIX-MARSEILLE;BAC GENERAL;VAUCLUSE;BAC SCIENTIFIQUE;4;7;BAC S;2;1999;5;1;X;57,14285714
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC SCIENTIFIQUE;392;435;BAC S;2;1999;1;2;2;90,11494253
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC LITTERAIRE;50;55;BAC L;1;1999;1;2;2;90,90909091
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC SCIENTIFIQUE;735;1101;BAC S;2;1999;1;1;X;66,75749319
POITIERS;BAC GENERAL;VIENNE;BAC LITTERAIRE;9;10;BAC L;2;1999;1;2;0;90
DIJON;BAC GENERAL;YONNE;BAC LITTERAIRE;4;4;BAC L;1;1999;1;2;2;100
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC SCIENTIFIQUE;8;47;BAC S;2;1999;5;1;X;17,0212766
LA REUNION;BAC GENERAL;LA REUNION;BAC SCIENTIFIQUE;61;63;BAC S;2;1999;1;2;2;96,82539683
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC ECONOMIQUE ET SOCIAL;136;148;BAC ES;2;1999;1;2;2;91,89189189
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC ECONOMIQUE ET SOCIAL;3;4;BAC ES;2;1999;1;2;0;75
CORSE;BAC GENERAL;CORSE-DU-SUD;BAC LITTERAIRE;21;29;BAC L;2;1999;1;2;2;72,4137931
CORSE;BAC GENERAL;CORSE-DU-SUD;BAC LITTERAIRE;2;6;BAC L;1;1999;2;-;-;33,33333333
CORSE;BAC GENERAL;HAUTE-CORSE;BAC ECONOMIQUE ET SOCIAL;43;57;BAC ES;1;1999;1;1;X;75,43859649
CORSE;BAC GENERAL;HAUTE-CORSE;BAC LITTERAIRE;33;38;BAC L;1;1999;1;1;X;86,84210526
CORSE;BAC GENERAL;HAUTE-CORSE;BAC SCIENTIFIQUE;3;7;BAC S;1;1999;2;-;-;42,85714286
CORSE;BAC GENERAL;HAUTE-CORSE;BAC LITTERAIRE;4;9;BAC L;2;1999;2;-;-;44,44444444
GUADELOUPE;BAC GENERAL;GUADELOUPE;BAC SCIENTIFIQUE;10;19;BAC S;2;1999;2;-;-;52,63157895
GUADELOUPE;BAC GENERAL;GUADELOUPE;BAC ECONOMIQUE ET SOCIAL;17;45;BAC ES;2;1999;2;-;-;37,77777778
MARTINIQUE;BAC GENERAL;MARTINIQUE;BAC LITTERAIRE;4;10;BAC L;1;1999;2;-;-;40
MARTINIQUE;BAC GENERAL;MARTINIQUE;BAC SCIENTIFIQUE;0;2;BAC S;2;1999;5;1;X;0
GUYANE;BAC GENERAL;GUYANE;BAC SCIENTIFIQUE;49;79;BAC S;2;1999;1;1;X;62,02531646
GUYANE;BAC GENERAL;GUYANE;BAC LITTERAIRE;0;2;BAC L;1;1999;2;-;-;0
CLERMONT-FERRAND;BAC GENERAL;ALLIER;BAC LITTERAIRE;1;1;BAC L;1;1997;5;1;X;100
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC SCIENTIFIQUE;3;9;BAC S;1;1999;5;1;X;33,33333333
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC ECONOMIQUE ET SOCIAL;9;19;BAC ES;1;1999;2;-;-;47,36842105
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC ECONOMIQUE ET SOCIAL;4;14;BAC ES;1;1999;5;1;X;28,57142857
GUYANE;BAC GENERAL;GUYANE;BAC ECONOMIQUE ET SOCIAL;4;4;BAC ES;1;1999;1;2;2;100
LA REUNION;BAC GENERAL;LA REUNION;BAC SCIENTIFIQUE;5;10;BAC S;2;1999;2;-;-;50
RENNES;BAC GENERAL;ILLE-ET-VILAINE;BAC ECONOMIQUE ET SOCIAL;1;2;BAC ES;2;1997;1;2;0;50
MONTPELLIER;BAC GENERAL;LOZERE;BAC SCIENTIFIQUE;1;1;BAC S;2;1997;1;2;0;100
CORSE;BAC GENERAL;HAUTE-CORSE;BAC LITTERAIRE;0;0;BAC L;1;1997;5;1;X;#DIV/0!
BORDEAUX;BAC GENERAL;LANDES;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;1;1998;5;1;X;0
GRENOBLE;BAC GENERAL;ARDECHE;BAC LITTERAIRE;0;1;BAC L;1;1998;5;1;X;0
ORLEANS-TOURS;BAC GENERAL;INDRE;BAC SCIENTIFIQUE;0;0;BAC S;2;1999;2;-;-;#DIV/0!
TOULOUSE;BAC GENERAL;HAUTE-GARONNE;BAC SCIENTIFIQUE;0;1;BAC S;2;1999;1;2;9;0
CLERMONT-FERRAND;BAC GENERAL;HAUTE-LOIRE;BAC LITTERAIRE;1;1;BAC L;1;1999;5;1;X;100
REIMS;BAC GENERAL;HAUTE-MARNE;BAC SCIENTIFIQUE;0;1;BAC S;2;1999;2;-;-;0
REIMS;BAC GENERAL;HAUTE-MARNE;BAC ECONOMIQUE ET SOCIAL;0;0;BAC ES;2;1999;5;1;X;#DIV/0!
CAEN;BAC GENERAL;ORNE;BAC ECONOMIQUE ET SOCIAL;1;1;BAC ES;2;1999;5;1;X;100
AMIENS;BAC GENERAL;AISNE;BAC LITTERAIRE;0;1;BAC L;1;1999;2;-;-;0
LIMOGES;BAC GENERAL;HAUTE-VIENNE;BAC SCIENTIFIQUE;0;1;BAC S;2;1998;2;-;-;0
MONTPELLIER;BAC GENERAL;LOZERE;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;2;1998;2;-;-;0
LIMOGES;BAC GENERAL;CORREZE;BAC LITTERAIRE;0;1;BAC L;1;1998;2;-;-;0
NANTES;BAC GENERAL;MAYENNE;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;2;1999;1;2;0;0
LIMOGES;BAC GENERAL;CREUSE;BAC LITTERAIRE;0;0;BAC L;2;1998;5;1;X;#DIV/0!
TOULOUSE;BAC GENERAL;GERS;BAC ECONOMIQUE ET SOCIAL;0;0;BAC ES;1;1998;2;-;-;#DIV/0!
CAEN;BAC GENERAL;MANCHE;BAC ECONOMIQUE ET SOCIAL;0;0;BAC ES;2;1999;2;-;-;#DIV/0!
AMIENS;BAC GENERAL;AISNE;BAC LITTERAIRE;0;0;BAC L;1;1998;2;-;-;#DIV/0!
NICE;BAC GENERAL;ALPES-MARITIMES;BAC ECONOMIQUE ET SOCIAL;16;54;BAC ES;1;2000;1;2;0;29,62962963
NICE;BAC GENERAL;ALPES-MARITIMES;BAC ECONOMIQUE ET SOCIAL;5;25;BAC ES;2;2000;1;2;0;20
NICE;BAC GENERAL;ALPES-MARITIMES;BAC LITTERAIRE;70;88;BAC L;2;2000;1;2;2;79,54545455
NICE;BAC GENERAL;ALPES-MARITIMES;BAC SCIENTIFIQUE;112;128;BAC S;2;2000;1;2;2;87,5
AMIENS;BAC GENERAL;AISNE;BAC ECONOMIQUE ET SOCIAL;337;449;BAC ES;2;2000;1;1;X;75,05567929
AMIENS;BAC GENERAL;AISNE;BAC SCIENTIFIQUE;461;619;BAC S;1;2000;1;1;X;74,47495961
LYON;BAC GENERAL;AIN;BAC SCIENTIFIQUE;1;9;BAC S;2;2000;5;1;X;11,11111111
LYON;BAC GENERAL;AIN;BAC SCIENTIFIQUE;569;673;BAC S;1;2000;1;1;X;84,54680535
NICE;BAC GENERAL;ALPES-MARITIMES;BAC LITTERAIRE;2;2;BAC L;1;2000;5;1;X;100
GRENOBLE;BAC GENERAL;ARDECHE;BAC ECONOMIQUE ET SOCIAL;92;107;BAC ES;1;2000;1;1;X;85,98130841
GRENOBLE;BAC GENERAL;ARDECHE;BAC LITTERAIRE;148;163;BAC L;2;2000;1;1;X;90,79754601
AIX-MARSEILLE;BAC GENERAL;HAUTES-ALPES;BAC LITTERAIRE;2;3;BAC L;1;2000;2;-;-;66,66666667
AIX-MARSEILLE;BAC GENERAL;HAUTES-ALPES;BAC ECONOMIQUE ET SOCIAL;50;69;BAC ES;1;2000;1;1;X;72,46376812
AIX-MARSEILLE;BAC GENERAL;HAUTES-ALPES;BAC ECONOMIQUE ET SOCIAL;90;103;BAC ES;2;2000;1;1;X;87,37864078
AIX-MARSEILLE;BAC GENERAL;ALPES-DE-HTE-PROVENCE;BAC SCIENTIFIQUE;120;139;BAC S;2;2000;1;1;X;86,33093525
AIX-MARSEILLE;BAC GENERAL;ALPES-DE-HTE-PROVENCE;BAC SCIENTIFIQUE;10;23;BAC S;1;2000;1;2;2;43,47826087
AIX-MARSEILLE;BAC GENERAL;ALPES-DE-HTE-PROVENCE;BAC ECONOMIQUE ET SOCIAL;3;7;BAC ES;2;2000;1;2;2;42,85714286
AIX-MARSEILLE;BAC GENERAL;ALPES-DE-HTE-PROVENCE;BAC LITTERAIRE;9;13;BAC L;2;2000;1;2;2;69,23076923
CLERMONT-FERRAND;BAC GENERAL;ALLIER;BAC ECONOMIQUE ET SOCIAL;1;2;BAC ES;2;2000;5;1;X;50
CLERMONT-FERRAND;BAC GENERAL;ALLIER;BAC SCIENTIFIQUE;54;61;BAC S;1;2000;1;2;2;88,52459016
AMIENS;BAC GENERAL;AISNE;BAC SCIENTIFIQUE;4;4;BAC S;1;2000;5;1;X;100
AMIENS;BAC GENERAL;AISNE;BAC LITTERAIRE;6;6;BAC L;2;2000;1;2;0;100
AMIENS;BAC GENERAL;AISNE;BAC LITTERAIRE;57;67;BAC L;2;2000;1;2;2;85,07462687
MARTINIQUE;BAC GENERAL;MARTINIQUE;BAC LITTERAIRE;0;1;BAC L;1;1999;5;1;X;0
AIX-MARSEILLE;BAC GENERAL;BOUCHES-DU-RHONE;BAC LITTERAIRE;1162;1517;BAC L;2;2000;1;1;X;76,59854977
GRENOBLE;BAC GENERAL;ARDECHE;BAC SCIENTIFIQUE;4;5;BAC S;1;2000;2;-;-;80
REIMS;BAC GENERAL;ARDENNES;BAC ECONOMIQUE ET SOCIAL;192;235;BAC ES;2;2000;1;1;X;81,70212766
REIMS;BAC GENERAL;ARDENNES;BAC LITTERAIRE;187;224;BAC L;2;2000;1;1;X;83,48214286
NICE;BAC GENERAL;ALPES-MARITIMES;BAC ECONOMIQUE ET SOCIAL;3;3;BAC ES;2;2000;5;1;X;100
NICE;BAC GENERAL;ALPES-MARITIMES;BAC ECONOMIQUE ET SOCIAL;1;1;BAC ES;1;2000;5;1;X;100
REIMS;BAC GENERAL;ARDENNES;BAC SCIENTIFIQUE;0;3;BAC S;2;2000;5;1;X;0
REIMS;BAC GENERAL;ARDENNES;BAC ECONOMIQUE ET SOCIAL;1;6;BAC ES;2;2000;2;-;-;16,66666667
REIMS;BAC GENERAL;ARDENNES;BAC LITTERAIRE;1;1;BAC L;1;2000;2;-;-;100
REIMS;BAC GENERAL;AUBE;BAC ECONOMIQUE ET SOCIAL;218;286;BAC ES;2;2000;1;1;X;76,22377622
REIMS;BAC GENERAL;AUBE;BAC ECONOMIQUE ET SOCIAL;0;3;BAC ES;1;2000;2;-;-;0
REIMS;BAC GENERAL;AUBE;BAC LITTERAIRE;0;2;BAC L;1;2000;2;-;-;0
REIMS;BAC GENERAL;AUBE;BAC LITTERAIRE;3;4;BAC L;2;2000;5;1;X;75
MONTPELLIER;BAC GENERAL;AUDE;BAC SCIENTIFIQUE;3;8;BAC S;1;2000;2;-;-;37,5
MONTPELLIER;BAC GENERAL;AUDE;BAC SCIENTIFIQUE;2;5;BAC S;2;2000;2;-;-;40
TOULOUSE;BAC GENERAL;AVEYRON;BAC SCIENTIFIQUE;0;3;BAC S;2;2000;5;1;X;0
POITIERS;BAC GENERAL;CHARENTE-MARITIME;BAC SCIENTIFIQUE;577;713;BAC S;1;2000;1;1;X;80,9256662
POITIERS;BAC GENERAL;CHARENTE-MARITIME;BAC ECONOMIQUE ET SOCIAL;184;258;BAC ES;1;2000;1;1;X;71,31782946
POITIERS;BAC GENERAL;CHARENTE-MARITIME;BAC LITTERAIRE;4;7;BAC L;1;2000;1;2;2;57,14285714
POITIERS;BAC GENERAL;CHARENTE-MARITIME;BAC SCIENTIFIQUE;1;4;BAC S;1;2000;5;1;X;25
POITIERS;BAC GENERAL;CHARENTE-MARITIME;BAC ECONOMIQUE ET SOCIAL;3;5;BAC ES;2;2000;2;-;-;60
AIX-MARSEILLE;BAC GENERAL;BOUCHES-DU-RHONE;BAC LITTERAIRE;9;16;BAC L;1;2000;1;2;0;56,25
AIX-MARSEILLE;BAC GENERAL;BOUCHES-DU-RHONE;BAC SCIENTIFIQUE;5;5;BAC S;1;2000;1;2;9;100
TOULOUSE;BAC GENERAL;ARIEGE;BAC SCIENTIFIQUE;1;4;BAC S;1;2000;2;-;-;25
REIMS;BAC GENERAL;AUBE;BAC ECONOMIQUE ET SOCIAL;33;39;BAC ES;2;2000;1;2;2;84,61538462
AIX-MARSEILLE;BAC GENERAL;BOUCHES-DU-RHONE;BAC LITTERAIRE;15;40;BAC L;1;2000;2;-;-;37,5
CAEN;BAC GENERAL;CALVADOS;BAC SCIENTIFIQUE;462;598;BAC S;2;2000;1;1;X;77,25752508
CAEN;BAC GENERAL;CALVADOS;BAC ECONOMIQUE ET SOCIAL;434;565;BAC ES;2;2000;1;1;X;76,81415929
CAEN;BAC GENERAL;CALVADOS;BAC ECONOMIQUE ET SOCIAL;5;15;BAC ES;2;2000;2;-;-;33,33333333
CLERMONT-FERRAND;BAC GENERAL;CANTAL;BAC SCIENTIFIQUE;101;131;BAC S;1;2000;1;1;X;77,09923664
CLERMONT-FERRAND;BAC GENERAL;CANTAL;BAC LITTERAIRE;21;28;BAC L;2;2000;1;2;2;75
POITIERS;BAC GENERAL;CHARENTE;BAC SCIENTIFIQUE;266;312;BAC S;2;2000;1;1;X;85,25641026
POITIERS;BAC GENERAL;CHARENTE;BAC ECONOMIQUE ET SOCIAL;0;2;BAC ES;2;2000;2;-;-;0
POITIERS;BAC GENERAL;CHARENTE;BAC LITTERAIRE;7;9;BAC L;2;2000;2;-;-;77,77777778
BESANCON;BAC GENERAL;DOUBS;BAC LITTERAIRE;65;84;BAC L;1;2000;1;1;X;77,38095238
BESANCON;BAC GENERAL;DOUBS;BAC LITTERAIRE;338;380;BAC L;2;2000;1;1;X;88,94736842
BESANCON;BAC GENERAL;DOUBS;BAC ECONOMIQUE ET SOCIAL;30;42;BAC ES;1;2000;1;2;2;71,42857143
ORLEANS-TOURS;BAC GENERAL;CHER;BAC SCIENTIFIQUE;25;26;BAC S;2;2000;1;2;2;96,15384615
LIMOGES;BAC GENERAL;CORREZE;BAC SCIENTIFIQUE;23;31;BAC S;1;2000;1;2;2;74,19354839
DIJON;BAC GENERAL;COTE D'OR;BAC LITTERAIRE;341;414;BAC L;2;2000;1;1;X;82,36714976
DIJON;BAC GENERAL;COTE D'OR;BAC SCIENTIFIQUE;79;93;BAC S;1;2000;1;2;2;84,94623656
DIJON;BAC GENERAL;COTE D'OR;BAC ECONOMIQUE ET SOCIAL;3;5;BAC ES;2;2000;2;-;-;60
RENNES;BAC GENERAL;COTES D'ARMOR;BAC ECONOMIQUE ET SOCIAL;1;2;BAC ES;2;2000;5;1;X;50
RENNES;BAC GENERAL;COTES D'ARMOR;BAC LITTERAIRE;3;10;BAC L;2;2000;5;1;X;30
LIMOGES;BAC GENERAL;CREUSE;BAC SCIENTIFIQUE;80;106;BAC S;2;2000;1;1;X;75,47169811
POITIERS;BAC GENERAL;CHARENTE;BAC ECONOMIQUE ET SOCIAL;11;18;BAC ES;1;2000;1;2;2;61,11111111
BORDEAUX;BAC GENERAL;DORDOGNE;BAC SCIENTIFIQUE;2;5;BAC S;1;2000;2;-;-;40
BESANCON;BAC GENERAL;DOUBS;BAC SCIENTIFIQUE;3;4;BAC S;1;2000;2;-;-;75
BESANCON;BAC GENERAL;DOUBS;BAC SCIENTIFIQUE;2;3;BAC S;1;2000;5;1;X;66,66666667
GRENOBLE;BAC GENERAL;DROME;BAC SCIENTIFIQUE;499;612;BAC S;1;2000;1;1;X;81,53594771
GRENOBLE;BAC GENERAL;DROME;BAC LITTERAIRE;356;404;BAC L;2;2000;1;1;X;88,11881188
GRENOBLE;BAC GENERAL;DROME;BAC LITTERAIRE;71;84;BAC L;1;2000;1;1;X;84,52380952
GRENOBLE;BAC GENERAL;DROME;BAC ECONOMIQUE ET SOCIAL;4;8;BAC ES;1;2000;2;-;-;50
ROUEN;BAC GENERAL;EURE;BAC LITTERAIRE;391;487;BAC L;2;2000;1;1;X;80,28747433
ROUEN;BAC GENERAL;EURE;BAC ECONOMIQUE ET SOCIAL;3;12;BAC ES;2;2000;2;-;-;25
ORLEANS-TOURS;BAC GENERAL;EURE-ET-LOIR;BAC LITTERAIRE;56;77;BAC L;1;2000;1;1;X;72,72727273
ORLEANS-TOURS;BAC GENERAL;EURE-ET-LOIR;BAC SCIENTIFIQUE;55;73;BAC S;1;2000;1;2;2;75,34246575
ORLEANS-TOURS;BAC GENERAL;EURE-ET-LOIR;BAC SCIENTIFIQUE;47;50;BAC S;2;2000;1;2;2;94
ORLEANS-TOURS;BAC GENERAL;EURE-ET-LOIR;BAC ECONOMIQUE ET SOCIAL;0;3;BAC ES;1;2000;1;2;0;0
TOULOUSE;BAC GENERAL;HAUTE-GARONNE;BAC LITTERAIRE;714;787;BAC L;2;2000;1;1;X;90,72426938
TOULOUSE;BAC GENERAL;HAUTE-GARONNE;BAC SCIENTIFIQUE;204;264;BAC S;1;2000;1;2;2;77,27272727
TOULOUSE;BAC GENERAL;HAUTE-GARONNE;BAC ECONOMIQUE ET SOCIAL;72;99;BAC ES;1;2000;1;2;2;72,72727273
TOULOUSE;BAC GENERAL;HAUTE-GARONNE;BAC LITTERAIRE;151;199;BAC L;2;2000;1;2;2;75,87939698
TOULOUSE;BAC GENERAL;GERS;BAC ECONOMIQUE ET SOCIAL;2;3;BAC ES;1;2000;2;-;-;66,66666667
